plane,angle_deg,kx,ky,kz,q,A_proj,force_factor
XZ,344,0.961262,0,-0.275637,0.691762,77434.9,131001
YZ,344,0,0.961262,-0.275637,0.921309,31231.9,60006.2
XY,344.5,0.96363,-0.267238,0,0.702167,82104.9,139756
XZ,344.5,0.96363,0,-0.267238,0.69153,77548.8,131176
YZ,344.5,0,0.96363,-0.267238,0.921303,31231.9,60006
XY,345,0.965926,-0.258819,0,0.701543,82069.3,139644
XZ,345,0.965926,0,-0.258819,0.691301,77656.7,131341
YZ,345,0,0.965926,-0.258819,0.921301,31229.6,60001.4
XY,345.5,0.968148,-0.25038,0,0.700923,82027.4,139522
XZ,345.5,0.968148,0,-0.25038,0.691074,77758.7,131496
YZ,345.5,0,0.968148,-0.25038,0.921303,31224.8,59992.3
XY,346,0.970296,-0.241922,0,0.700309,81979.3,139390
XZ,346,0.970296,0,-0.241922,0.69085,77854.9,131641
YZ,346,0,0.970296,-0.241922,0.92131,31217.7,59978.8
XY,346.5,0.97237,-0.233445,0,0.6997,81925,139248
XZ,346.5,0.97237,0,-0.233445,0.690629,77945,131776
YZ,346.5,0,0.97237,-0.233445,0.921323,31208.1,59960.9
XY,347,0.97437,-0.224951,0,0.699098,81864.4,139096
XZ,347,0.97437,0,-0.224951,0.69041,78029.3,131902
YZ,347,0,0.97437,-0.224951,0.921342,31196.2,59938.6
XY,347.5,0.976296,-0.21644,0,0.698503,81797.6,138934
XZ,347.5,0.976296,0,-0.21644,0.690195,78107.6,132017
YZ,347.5,0,0.976296,-0.21644,0.921367,31182,59912
XY,348,0.978148,-0.207912,0,0.697916,81724.6,138761
XZ,348,0.978148,0,-0.207912,0.689984,78179.9,132123
YZ,348,0,0.978148,-0.207912,0.9214,31165.3,59881.1
XY,348.5,0.979925,-0.199368,0,0.697337,81645.3,138580
XZ,348.5,0.979925,0,-0.199368,0.689775,78246.3,132219
YZ,348.5,0,0.979925,-0.199368,0.921441,31146.3,59845.8
XY,349,0.981627,-0.190809,0,0.696767,81559.8,138388
XZ,349,0.981627,0,-0.190809,0.689571,78306.8,132305
YZ,349,0,0.981627,-0.190809,0.92149,31124.9,59806.2
XY,349.5,0.983255,-0.182236,0,0.696207,81468.1,138187
XZ,349.5,0.983255,0,-0.182236,0.689371,78361.2,132381
YZ,349.5,0,0.983255,-0.182236,0.921549,31101.2,59762.4
XY,350,0.984808,-0.173648,0,0.695658,81370.3,137976
XZ,350,0.984808,0,-0.173648,0.689175,78409.8,132448
YZ,350,0,0.984808,-0.173648,0.921618,31075,59714.3
XY,350.5,0.986286,-0.165048,0,0.69512,81266.2,137756
XZ,350.5,0.986286,0,-0.165048,0.688984,78452.3,132505
YZ,350.5,0,0.986286,-0.165048,0.921698,31046.5,59662.1
XY,351,0.987688,-0.156434,0,0.694594,81155.9,137526
XZ,351,0.987688,0,-0.156434,0.688798,78488.9,132552
YZ,351,0,0.987688,-0.156434,0.92179,31015.7,59605.6
XY,351.5,0.989016,-0.147809,0,0.694081,81039.4,137287
XZ,351.5,0.989016,0,-0.147809,0.688616,78519.4,132589
YZ,351.5,0,0.989016,-0.147809,0.921894,30982.5,59545
XY,352,0.990268,-0.139173,0,0.693581,80916.8,137039
XZ,352,0.990268,0,-0.139173,0.68844,78544,132617
YZ,352,0,0.990268,-0.139173,0.922012,30946.9,59480.3
XY,352.5,0.991445,-0.130526,0,0.693096,80788,136782
XZ,352.5,0.991445,0,-0.130526,0.68827,78562.7,132635
YZ,352.5,0,0.991445,-0.130526,0.922144,30908.9,59411.4
XY,353,0.992546,-0.121869,0,0.692626,80653,136515
XZ,353,0.992546,0,-0.121869,0.688105,78575.3,132643
YZ,353,0,0.992546,-0.121869,0.92229,30868.7,59338.5
XY,353.5,0.993572,-0.113203,0,0.692171,80512,136240
XZ,353.5,0.993572,0,-0.113203,0.687946,78582,132642
YZ,353.5,0,0.993572,-0.113203,0.922451,30826,59261.5
XY,354,0.994522,-0.104528,0,0.69173,80364.7,135955
XZ,354,0.994522,0,-0.104528,0.687792,78582.6,132631
YZ,354,0,0.994522,-0.104528,0.922626,30781,59180.4
XY,354.5,0.995396,-0.0958458,0,0.691303,80211.4,135662
XZ,354.5,0.995396,0,-0.0958458,0.687644,78577.3,132611
YZ,354.5,0,0.995396,-0.0958458,0.922815,30733.7,59095.2
XY,355,0.996195,-0.0871557,0,0.690888,80051.9,135359
XZ,355,0.996195,0,-0.0871557,0.6875,78566,132580
YZ,355,0,0.996195,-0.0871557,0.923016,30684,59005.8
XY,355.5,0.996917,-0.0784591,0,0.690482,79886.4,135047
XZ,355.5,0.996917,0,-0.0784591,0.68736,78548.8,132540
YZ,355.5,0,0.996917,-0.0784591,0.923228,30632,58912.3
XY,356,0.997564,-0.0697565,0,0.690083,79714.8,134725
XZ,356,0.997564,0,-0.0697565,0.687222,78525.5,132490
YZ,356,0,0.997564,-0.0697565,0.923447,30577.7,58814.5
XY,356.5,0.998135,-0.0610485,0,0.689683,79537.1,134392
XZ,356.5,0.998135,0,-0.0610485,0.687085,78496.3,132430
YZ,356.5,0,0.998135,-0.0610485,0.923668,30521,58712.2
XY,357,0.99863,-0.052336,0,0.689275,79353.3,134050
XZ,357,0.99863,0,-0.052336,0.686945,78461.1,132360
YZ,357,0,0.99863,-0.052336,0.923885,30462,58605.4
XY,357.5,0.999048,-0.0436194,0,0.688848,79163.5,133695
XZ,357.5,0.999048,0,-0.0436194,0.6868,78419.9,132279
YZ,357.5,0,0.999048,-0.0436194,0.924087,30400.7,58493.5
XY,358,0.999391,-0.0348995,0,0.688387,78967.7,133328
XZ,358,0.999391,0,-0.0348995,0.686644,78372.7,132187
YZ,358,0,0.999391,-0.0348995,0.924263,30337,58376.4
XY,358.5,0.999657,-0.0261769,0,0.687873,78765.9,132947
XZ,358.5,0.999657,0,-0.0261769,0.68647,78319.6,132084
YZ,358.5,0,0.999657,-0.0261769,0.924396,30271.1,58253.6
XY,359,0.999848,-0.0174524,0,0.687283,78558,132550
XZ,359,0.999848,0,-0.0174524,0.686272,78260.5,131968
YZ,359,0,0.999848,-0.0174524,0.924465,30202.9,58124.3
XY,359.5,0.999962,-0.00872654,0,0.68659,78344.2,132135
XZ,359.5,0.999962,0,-0.00872654,0.686041,78195.4,131841
YZ,359.5,0,0.999962,-0.00872654,0.924449,30132.3,57988.1
XY,360,1,-2.44921e-016,0,0.685767,78124.4,131700
XZ,360,1,0,-2.44921e-016,0.685767,78124.4,131700
YZ,360,0,1,-2.44921e-016,0.924324,30059.5,57844.2
